OrderID,OrderDate,Region,Category,Sub-Category,Product,Quantity,UnitPrice,Sales,Profit,Discount,CustomerID,YearMonth,ProfitMargin
ORD-100020,2020-06-01,South,Office Supplies,Paper,Phones Model 6 (Tec),6,45.35,272.1,9.02,0.0,CUST-1359,2020-06-01,0.03314957736126423
ORD-100021,2020-02-04,Central,Furniture,Chairs,Furnishings Model 2 (Fur),3,382.43,1147.29,75.82,0.05,CUST-1038,2020-02-01,0.0660861682748041
ORD-100022,2019-01-08,South,Furniture,Tables,Tables Model 6 (Fur),10,134.08,1340.8,122.79,0.0,CUST-1152,2019-01-01,0.09157965393794751
ORD-100023,2018-06-20,Central,Furniture,Chairs,Tables Model 2 (Fur),1,116.03,116.03,9.26,0.05,CUST-1107,2018-06-01,0.07980694647935878
ORD-100024,2020-11-14,East,Technology,Machines,Bookcases Model 6 (Fur),7,267.64,1873.48,496.93,0.0,CUST-1228,2020-11-01,0.2652443580929607
ORD-100025,2019-01-04,West,Furniture,Chairs,Tables Model 3 (Fur),2,232.68,465.36,102.29,0.0,CUST-1088,2019-01-01,0.2198083204400894
ORD-100026,2018-04-12,South,Office Supplies,Paper,Bookcases Model 1 (Fur),5,71.67,358.35,-15.37,0.0,CUST-1340,2018-04-01,-0.04289102832426398
ORD-100027,2018-04-16,Central,Technology,Phones,Binders Model 4 (Off),1,774.4,774.4,139.53,0.0,CUST-1015,2018-04-01,0.18017820247933886
ORD-100028,2020-07-17,East,Furniture,Tables,Bookcases Model 2 (Fur),6,363.39,2180.34,441.35,0.15,CUST-1329,2020-07-01,0.20242255794967756
ORD-100029,2019-10-24,East,Furniture,Bookcases,Chairs Model 3 (Fur),2,260.65,521.3,-34.01,0.0,CUST-1089,2019-10-01,-0.06524074429311337
ORD-100030,2020-06-02,West,Technology,Copiers,Storage Model 5 (Off),4,623.38,2493.52,560.71,0.0,CUST-1191,2020-06-01,0.22486685488786937
ORD-100031,2020-03-10,East,Technology,Copiers,Art Model 2 (Off),5,384.25,1921.25,565.69,0.0,CUST-1368,2020-03-01,0.29443851659076126
ORD-100032,2019-08-11,West,Technology,Machines,Paper Model 9 (Off),3,571.57,1714.71,364.23,0.0,CUST-1366,2019-08-01,0.21241492730549189
ORD-100033,2020-12-01,Central,Furniture,Bookcases,Binders Model 9 (Off),5,230.48,1152.4,183.16,0.15,CUST-1008,2020-12-01,0.15893786879555707
ORD-100034,2019-02-19,East,Office Supplies,Art,Chairs Model 7 (Fur),3,81.88,245.64,74.64,0.0,CUST-1338,2019-02-01,0.3038593063019052
ORD-100035,2019-08-28,South,Technology,Phones,Copiers Model 5 (Tec),4,574.51,2298.04,375.99,0.05,CUST-1201,2019-08-01,0.16361334006370648
ORD-100036,2020-06-27,East,Office Supplies,Storage,Copiers Model 7 (Tec),8,86.52,692.16,95.25,0.0,CUST-1116,2020-06-01,0.1376126907073509
ORD-100037,2019-11-09,South,Office Supplies,Art,Phones Model 5 (Tec),1,5.0,5.0,1.15,0.0,CUST-1226,2019-11-01,0.22999999999999998
ORD-100038,2020-08-01,East,Office Supplies,Paper,Chairs Model 8 (Fur),4,64.59,258.36,112.52,0.15,CUST-1271,2020-08-01,0.43551633379780147
ORD-100039,2019-09-25,Central,Office Supplies,Art,Tables Model 4 (Fur),3,22.46,67.38,25.26,0.15,CUST-1191,2019-09-01,0.37488869100623334
ORD-100040,2020-02-11,East,Technology,Copiers,Chairs Model 7 (Fur),4,37.97,151.88,52.93,0.0,CUST-1285,2020-02-01,0.348498814853832
ORD-100041,2018-02-20,East,Office Supplies,Paper,Bookcases Model 5 (Fur),4,5.0,20.0,-0.74,0.05,CUST-1097,2018-02-01,-0.037
ORD-100042,2018-09-07,East,Furniture,Tables,Bookcases Model 1 (Fur),3,453.08,1359.24,215.23,0.05,CUST-1201,2018-09-01,0.15834584032253318
ORD-100043,2018-11-13,West,Office Supplies,Paper,Paper Model 5 (Off),4,44.83,179.32,67.97,0.0,CUST-1153,2018-11-01,0.37904305152799467
ORD-100044,2018-03-29,South,Technology,Accessories,Art Model 8 (Off),4,708.27,2833.08,627.16,0.0,CUST-1228,2018-03-01,0.2213703813517444
ORD-100045,2018-09-12,East,Technology,Accessories,Machines Model 5 (Tec),2,668.42,1336.84,382.13,0.0,CUST-1307,2018-09-01,0.2858457257413004
ORD-100046,2018-04-21,South,Technology,Phones,Paper Model 8 (Off),5,48.25,241.25,54.54,0.0,CUST-1261,2018-04-01,0.22607253886010362
ORD-100047,2018-11-01,Central,Technology,Phones,Storage Model 7 (Off),4,517.22,2068.88,705.86,0.0,CUST-1280,2018-11-01,0.34117976876377554
ORD-100048,2019-11-28,Central,Office Supplies,Storage,Tables Model 7 (Fur),2,19.68,39.36,3.84,0.0,CUST-1232,2019-11-01,0.0975609756097561
ORD-100049,2019-02-04,East,Technology,Accessories,Furnishings Model 4 (Fur),3,288.19,864.57,325.45,0.0,CUST-1047,2019-02-01,0.37642990156956635
ORD-100050,2019-02-10,South,Furniture,Chairs,Furnishings Model 6 (Fur),3,220.42,661.26,57.53,0.0,CUST-1215,2019-02-01,0.08700057466049663
ORD-100051,2018-08-18,East,Office Supplies,Binders,Chairs Model 4 (Fur),5,5.0,25.0,4.16,0.0,CUST-1118,2018-08-01,0.1664
ORD-100052,2018-10-20,West,Technology,Accessories,Furnishings Model 9 (Fur),3,580.37,1741.11,351.39,0.05,CUST-1108,2018-10-01,0.20181952892120544
ORD-100053,2020-10-22,Central,Technology,Machines,Art Model 1 (Off),5,582.11,2910.55,589.68,0.0,CUST-1228,2020-10-01,0.20260088299462298
ORD-100054,2019-12-11,East,Office Supplies,Paper,Tables Model 2 (Fur),4,60.99,243.96,-13.26,0.15,CUST-1093,2019-12-01,-0.0543531726512543
ORD-100055,2019-10-29,South,Furniture,Tables,Copiers Model 2 (Tec),5,135.51,677.55,-65.44,0.0,CUST-1046,2019-10-01,-0.09658327798686445
ORD-100056,2018-07-07,East,Office Supplies,Binders,Copiers Model 4 (Tec),5,91.68,458.4,-32.89,0.0,CUST-1167,2018-07-01,-0.07174956369982549
ORD-100057,2020-03-09,Central,Office Supplies,Paper,Copiers Model 3 (Tec),5,44.24,221.2,51.63,0.0,CUST-1295,2020-03-01,0.23340867992766728
ORD-100058,2018-06-28,South,Office Supplies,Art,Copiers Model 4 (Tec),6,58.56,351.36,90.13,0.0,CUST-1295,2018-06-01,0.2565175318761384
ORD-100059,2019-02-20,South,Technology,Machines,Chairs Model 4 (Fur),5,537.37,2686.85,-144.98,0.0,CUST-1038,2019-02-01,-0.05395909708394588
ORD-100060,2020-12-19,Central,Furniture,Chairs,Copiers Model 7 (Tec),2,326.41,652.82,176.05,0.1,CUST-1156,2020-12-01,0.26967617413682177
ORD-100061,2019-12-02,South,Furniture,Bookcases,Storage Model 1 (Off),2,242.24,484.48,165.17,0.0,CUST-1396,2019-12-01,0.34092222589167764
ORD-100062,2019-09-02,East,Furniture,Furnishings,Storage Model 9 (Off),3,363.55,1090.65,10.19,0.0,CUST-1242,2019-09-01,0.009343052308256543
ORD-100063,2020-01-20,Central,Technology,Accessories,Phones Model 3 (Tec),5,562.74,2813.7,84.08,0.0,CUST-1209,2020-01-01,0.02988236130362157
ORD-100064,2020-07-11,South,Technology,Copiers,Storage Model 4 (Off),6,776.4,4658.4,1465.26,0.05,CUST-1295,2020-07-01,0.31454147346728495
ORD-100065,2020-04-29,East,Office Supplies,Storage,Tables Model 3 (Fur),2,50.47,100.94,16.31,0.0,CUST-1370,2020-04-01,0.16158113730929263
ORD-100066,2018-09-08,East,Technology,Phones,Phones Model 7 (Tec),3,197.58,592.74,8.6,0.1,CUST-1385,2018-09-01,0.014508890913385294
ORD-100067,2018-02-05,South,Technology,Copiers,Furnishings Model 4 (Fur),2,361.82,723.64,152.9,0.0,CUST-1343,2018-02-01,0.21129290807583884
ORD-100068,2018-12-12,East,Technology,Phones,Copiers Model 3 (Tec),2,489.08,978.16,177.46,0.0,CUST-1341,2018-12-01,0.181422262206592
ORD-100069,2018-10-21,West,Furniture,Bookcases,Storage Model 4 (Off),2,132.62,265.24,53.29,0.0,CUST-1284,2018-10-01,0.200912381239632
ORD-100070,2018-08-20,South,Technology,Phones,Tables Model 10 (Fur),5,287.25,1436.25,-253.96,0.0,CUST-1263,2018-08-01,-0.17682158398607487
ORD-100071,2020-10-29,West,Office Supplies,Storage,Bookcases Model 3 (Fur),4,52.13,208.52,21.71,0.0,CUST-1246,2020-10-01,0.1041147132169576
ORD-100072,2020-08-17,West,Furniture,Tables,Accessories Model 9 (Tec),6,437.47,2624.82,447.37,0.1,CUST-1181,2020-08-01,0.17043835386807477
ORD-100073,2018-12-11,South,Furniture,Tables,Accessories Model 5 (Tec),1,5.0,5.0,1.66,0.05,CUST-1010,2018-12-01,0.33199999999999996
ORD-100074,2019-12-19,Central,Furniture,Chairs,Copiers Model 7 (Tec),4,5.0,20.0,1.09,0.05,CUST-1279,2019-12-01,0.05450000000000001
ORD-100075,2019-03-10,South,Furniture,Chairs,Art Model 10 (Off),3,505.21,1515.63,197.83,0.0,CUST-1200,2019-03-01,0.1305265797061288
ORD-100076,2020-09-28,South,Furniture,Tables,Storage Model 10 (Off),3,279.38,838.14,2.18,0.0,CUST-1152,2020-09-01,0.0026009974467272774
ORD-100077,2019-05-18,East,Technology,Machines,Paper Model 7 (Off),2,582.28,1164.56,102.88,0.0,CUST-1308,2019-05-01,0.08834237823727416
ORD-100078,2018-10-18,West,Furniture,Bookcases,Chairs Model 7 (Fur),3,327.65,982.95,32.35,0.0,CUST-1281,2018-10-01,0.03291113484917849
ORD-100079,2018-09-28,West,Furniture,Tables,Furnishings Model 10 (Fur),7,5.0,35.0,3.68,0.0,CUST-1243,2018-09-01,0.10514285714285715
ORD-100080,2019-09-07,East,Furniture,Chairs,Storage Model 9 (Off),4,498.25,1993.0,70.72,0.0,CUST-1290,2019-09-01,0.03548419468138485
ORD-100081,2018-10-15,Central,Office Supplies,Paper,Storage Model 8 (Off),4,38.14,152.56,47.77,0.0,CUST-1215,2018-10-01,0.31312270582066076
ORD-100082,2019-10-03,South,Office Supplies,Storage,Tables Model 1 (Fur),7,32.24,225.68,53.57,0.15,CUST-1281,2019-10-01,0.23737149946827366
ORD-100083,2020-09-10,East,Technology,Accessories,Bookcases Model 7 (Fur),9,118.97,1070.73,246.38,0.0,CUST-1292,2020-09-01,0.23010469492775956
ORD-100084,2019-03-14,West,Technology,Accessories,Accessories Model 5 (Tec),7,356.38,2494.66,697.47,0.15,CUST-1250,2019-03-01,0.2795851939743292
ORD-100085,2018-08-29,South,Office Supplies,Paper,Chairs Model 8 (Fur),6,63.0,378.0,100.96,0.05,CUST-1358,2018-08-01,0.2670899470899471
ORD-100086,2020-12-28,East,Technology,Phones,Binders Model 4 (Off),6,350.99,2105.94,193.08,0.15,CUST-1292,2020-12-01,0.0916835237471153
ORD-100087,2019-07-12,South,Office Supplies,Storage,Copiers Model 10 (Tec),6,68.45,410.7,69.93,0.05,CUST-1365,2019-07-01,0.17027027027027028
ORD-100088,2018-04-10,East,Furniture,Chairs,Accessories Model 7 (Tec),4,193.99,775.96,-16.16,0.0,CUST-1215,2018-04-01,-0.02082581576369916
ORD-100089,2018-02-21,Central,Office Supplies,Storage,Storage Model 2 (Off),2,5.0,10.0,0.88,0.0,CUST-1194,2018-02-01,0.088
ORD-100090,2018-05-01,South,Office Supplies,Art,Phones Model 2 (Tec),3,5.0,15.0,0.47,0.05,CUST-1089,2018-05-01,0.03133333333333333
ORD-100091,2019-11-19,East,Technology,Phones,Accessories Model 10 (Tec),4,581.5,2326.0,427.03,0.0,CUST-1039,2019-11-01,0.18358985382631124
ORD-100092,2020-05-17,South,Technology,Phones,Furnishings Model 3 (Fur),11,325.94,3585.34,346.5,0.0,CUST-1355,2020-05-01,0.09664355402834877
ORD-100093,2019-04-08,East,Technology,Phones,Binders Model 3 (Off),2,530.51,1061.02,-9.82,0.0,CUST-1343,2019-04-01,-0.009255244952969784
ORD-100094,2018-03-11,East,Office Supplies,Art,Copiers Model 10 (Tec),1,69.66,69.66,12.86,0.0,CUST-1036,2018-03-01,0.184610967556704
ORD-100095,2019-02-22,Central,Furniture,Furnishings,Chairs Model 10 (Fur),2,195.56,391.12,55.13,0.0,CUST-1119,2019-02-01,0.14095418285948047
ORD-100096,2020-12-26,South,Furniture,Chairs,Chairs Model 4 (Fur),5,484.83,2424.15,271.77,0.0,CUST-1225,2020-12-01,0.11210939917084338
ORD-100097,2019-08-03,West,Office Supplies,Paper,Binders Model 9 (Off),4,46.1,184.4,24.97,0.0,CUST-1336,2019-08-01,0.135412147505423
ORD-100098,2020-11-29,Central,Office Supplies,Art,Binders Model 2 (Off),7,63.55,444.85,155.26,0.1,CUST-1279,2020-11-01,0.34901652242328873
ORD-100099,2020-07-31,West,Technology,Copiers,Storage Model 8 (Off),8,439.3,3514.4,881.76,0.0,CUST-1205,2020-07-01,0.25089915775096744
ORD-100100,2018-01-13,East,Technology,Accessories,Storage Model 8 (Off),3,134.71,404.13,119.4,0.0,CUST-1063,2018-01-01,0.29544948407690597
ORD-100101,2020-02-29,East,Technology,Machines,Tables Model 1 (Fur),4,557.16,2228.64,495.97,0.0,CUST-1213,2020-02-01,0.22254379352430184
ORD-100102,2020-01-17,East,Office Supplies,Paper,Chairs Model 7 (Fur),2,5.0,10.0,2.07,0.05,CUST-1241,2020-01-01,0.207
ORD-100103,2019-08-11,East,Technology,Accessories,Binders Model 7 (Off),2,364.2,728.4,77.8,0.0,CUST-1173,2019-08-01,0.10680944535969247
ORD-100104,2018-10-20,East,Office Supplies,Storage,Binders Model 8 (Off),5,76.9,384.5,172.47,0.1,CUST-1327,2018-10-01,0.448556566970091
ORD-100105,2019-12-03,West,Office Supplies,Binders,Paper Model 4 (Off),4,35.05,140.2,58.55,0.0,CUST-1361,2019-12-01,0.4176176890156919
ORD-100106,2018-05-03,Central,Technology,Accessories,Art Model 8 (Off),5,514.24,2571.2,559.3,0.0,CUST-1299,2018-05-01,0.21752489110143122
ORD-100107,2019-04-22,East,Technology,Accessories,Paper Model 3 (Off),6,618.21,3709.26,626.59,0.05,CUST-1292,2019-04-01,0.16892587739872644
ORD-100108,2019-05-12,West,Technology,Machines,Chairs Model 10 (Fur),4,713.74,2854.96,73.22,0.05,CUST-1294,2019-05-01,0.02564659399781433
ORD-100109,2020-11-10,South,Furniture,Tables,Accessories Model 8 (Tec),5,324.1,1620.5,245.15,0.0,CUST-1333,2020-11-01,0.15128046899105216
ORD-100110,2020-08-17,East,Technology,Phones,Copiers Model 9 (Tec),2,722.01,1444.02,22.27,0.0,CUST-1230,2020-08-01,0.015422224068918713
ORD-100111,2018-10-16,South,Furniture,Tables,Paper Model 9 (Off),4,16.62,66.48,5.8,0.0,CUST-1092,2018-10-01,0.08724428399518651
ORD-100112,2019-07-03,West,Technology,Accessories,Storage Model 5 (Off),4,569.42,2277.68,688.43,0.05,CUST-1043,2019-07-01,0.3022505356327491
ORD-100113,2018-07-15,Central,Technology,Copiers,Machines Model 9 (Tec),2,152.53,305.06,74.11,0.0,CUST-1160,2018-07-01,0.24293581590506785
ORD-100114,2020-09-26,East,Technology,Accessories,Chairs Model 2 (Fur),3,427.87,1283.61,289.14,0.0,CUST-1177,2020-09-01,0.2252553345642368
ORD-100115,2020-08-11,East,Technology,Accessories,Paper Model 4 (Off),2,412.77,825.54,158.55,0.0,CUST-1263,2020-08-01,0.19205610872883205
ORD-100116,2018-11-23,South,Furniture,Chairs,Bookcases Model 5 (Fur),5,350.27,1751.35,101.53,0.05,CUST-1327,2018-11-01,0.05797242127501642
ORD-100117,2019-12-01,Central,Office Supplies,Art,Furnishings Model 3 (Fur),6,5.0,30.0,10.79,0.15,CUST-1268,2019-12-01,0.35966666666666663
ORD-100118,2019-10-29,Central,Office Supplies,Paper,Furnishings Model 1 (Fur),6,32.56,195.36,83.29,0.0,CUST-1309,2019-10-01,0.42634111384111384
ORD-100119,2018-06-17,Central,Technology,Phones,Chairs Model 5 (Fur),5,5.0,25.0,-0.36,0.0,CUST-1264,2018-06-01,-0.0144
ORD-100120,2020-04-14,West,Technology,Accessories,Machines Model 2 (Tec),2,462.42,924.84,59.49,0.0,CUST-1299,2020-04-01,0.06432463993771896
ORD-100121,2019-08-14,West,Technology,Copiers,Phones Model 8 (Tec),7,93.44,654.08,126.19,0.0,CUST-1140,2019-08-01,0.19292747064579255
ORD-100122,2020-05-02,West,Technology,Accessories,Machines Model 8 (Tec),3,476.01,1428.03,282.73,0.0,CUST-1145,2020-05-01,0.19798603670791232
ORD-100123,2019-08-04,South,Technology,Phones,Bookcases Model 4 (Fur),4,678.4,2713.6,330.72,0.0,CUST-1035,2019-08-01,0.12187500000000001
ORD-100124,2018-01-01,South,Technology,Accessories,Bookcases Model 7 (Fur),3,220.9,662.7,288.01,0.0,CUST-1377,2018-01-01,0.43460087520748447
ORD-100125,2018-12-21,South,Technology,Accessories,Machines Model 2 (Tec),3,482.61,1447.83,360.9,0.05,CUST-1163,2018-12-01,0.2492695965686579
ORD-100126,2018-01-22,East,Furniture,Tables,Art Model 4 (Off),5,318.63,1593.15,-12.12,0.0,CUST-1077,2018-01-01,-0.007607569908671499
ORD-100127,2020-10-14,South,Technology,Phones,Tables Model 5 (Fur),3,251.99,755.97,262.9,0.15,CUST-1187,2020-10-01,0.34776512295461454
ORD-100128,2020-08-20,West,Office Supplies,Art,Paper Model 10 (Off),6,26.16,156.96,0.69,0.0,CUST-1315,2020-08-01,0.004396024464831803
ORD-100129,2020-06-29,East,Furniture,Bookcases,Phones Model 4 (Tec),6,66.66,399.96,81.35,0.0,CUST-1263,2020-06-01,0.2033953395339534
ORD-100130,2018-12-03,South,Technology,Accessories,Furnishings Model 6 (Fur),4,789.31,3157.24,-129.44,0.0,CUST-1135,2018-12-01,-0.04099783355082287
ORD-100131,2018-03-05,East,Office Supplies,Art,Tables Model 10 (Fur),5,41.88,209.4,84.61,0.0,CUST-1230,2018-03-01,0.4040592168099331
ORD-100132,2020-08-19,West,Office Supplies,Paper,Chairs Model 6 (Fur),2,32.73,65.46,10.4,0.0,CUST-1257,2020-08-01,0.15887564925145128
ORD-100133,2020-11-02,West,Office Supplies,Paper,Copiers Model 5 (Tec),6,42.05,252.3,51.76,0.1,CUST-1157,2020-11-01,0.20515259611573522
ORD-100134,2018-04-04,East,Office Supplies,Storage,Machines Model 10 (Tec),3,29.15,87.45,12.11,0.0,CUST-1265,2018-04-01,0.1384791309319611
ORD-100135,2019-06-17,West,Office Supplies,Paper,Accessories Model 4 (Tec),5,20.01,100.05,27.29,0.0,CUST-1078,2019-06-01,0.27276361819090456
ORD-100136,2018-03-17,South,Office Supplies,Art,Chairs Model 2 (Fur),4,47.08,188.32,19.02,0.0,CUST-1059,2018-03-01,0.10099830076465591
ORD-100137,2020-04-12,Central,Technology,Copiers,Art Model 5 (Off),2,727.9,1455.8,247.59,0.0,CUST-1082,2020-04-01,0.17007143838439348
ORD-100138,2020-04-18,South,Furniture,Bookcases,Machines Model 3 (Tec),2,390.59,781.18,236.35,0.0,CUST-1100,2020-04-01,0.30255510893776083
ORD-100139,2018-05-21,Central,Technology,Machines,Binders Model 3 (Off),3,374.3,1122.9,313.22,0.0,CUST-1091,2018-05-01,0.2789384629085404
ORD-100140,2019-06-05,West,Technology,Copiers,Storage Model 1 (Off),3,673.89,2021.67,286.26,0.0,CUST-1375,2019-06-01,0.14159580940509578
ORD-100141,2019-08-26,East,Technology,Phones,Chairs Model 3 (Fur),6,7.97,47.82,18.46,0.0,CUST-1281,2019-08-01,0.3860309493935592
ORD-100142,2018-10-18,East,Furniture,Chairs,Accessories Model 2 (Tec),7,293.72,2056.04,66.45,0.05,CUST-1047,2018-10-01,0.032319410128207625
ORD-100143,2020-08-13,East,Furniture,Chairs,Art Model 4 (Off),8,71.31,570.48,72.75,0.0,CUST-1100,2020-08-01,0.12752419015565838
ORD-100144,2019-04-09,Central,Furniture,Furnishings,Paper Model 7 (Off),2,129.63,259.26,71.52,0.0,CUST-1398,2019-04-01,0.27586206896551724
ORD-100145,2018-08-20,West,Office Supplies,Storage,Tables Model 8 (Fur),4,20.05,80.2,15.9,0.1,CUST-1135,2018-08-01,0.19825436408977556
ORD-100146,2019-08-14,West,Office Supplies,Paper,Machines Model 3 (Tec),2,73.2,146.4,44.42,0.0,CUST-1189,2019-08-01,0.3034153005464481
ORD-100147,2020-03-10,East,Office Supplies,Binders,Tables Model 1 (Fur),3,41.02,123.06,42.38,0.0,CUST-1009,2020-03-01,0.34438485291727616
ORD-100148,2018-08-09,East,Technology,Machines,Chairs Model 8 (Fur),4,355.75,1423.0,216.75,0.0,CUST-1121,2018-08-01,0.15231904427266338
ORD-100149,2018-12-08,South,Office Supplies,Storage,Furnishings Model 9 (Fur),6,56.57,339.42,134.42,0.0,CUST-1234,2018-12-01,0.39602851923870125
ORD-100150,2020-12-25,Central,Furniture,Furnishings,Tables Model 9 (Fur),3,247.99,743.97,137.17,0.0,CUST-1277,2020-12-01,0.18437571407449221
ORD-100151,2019-12-13,West,Technology,Phones,Binders Model 7 (Off),6,372.31,2233.86,-167.21,0.15,CUST-1103,2019-12-01,-0.07485249747074571
ORD-100152,2019-04-25,Central,Furniture,Furnishings,Storage Model 6 (Off),6,110.99,665.94,210.89,0.05,CUST-1011,2019-04-01,0.31668018139772347
ORD-100153,2019-07-21,South,Office Supplies,Binders,Furnishings Model 4 (Fur),6,105.63,633.78,288.09,0.0,CUST-1153,2019-07-01,0.4545583641011076
ORD-100154,2018-05-13,Central,Technology,Phones,Accessories Model 4 (Tec),1,149.95,149.95,4.11,0.0,CUST-1118,2018-05-01,0.027409136378792935
ORD-100155,2018-09-04,Central,Office Supplies,Paper,Chairs Model 4 (Fur),2,71.56,143.12,26.24,0.0,CUST-1158,2018-09-01,0.18334264952487422
ORD-100156,2019-01-06,Central,Furniture,Tables,Phones Model 9 (Tec),5,266.62,1333.1,173.02,0.0,CUST-1112,2019-01-01,0.12978771284974872
ORD-100157,2019-10-07,East,Technology,Accessories,Copiers Model 3 (Tec),9,661.31,5951.79,1754.24,0.0,CUST-1399,2019-10-01,0.2947415819442554
ORD-100158,2018-09-09,South,Furniture,Furnishings,Copiers Model 1 (Tec),4,204.37,817.48,140.16,0.0,CUST-1034,2018-09-01,0.17145373587121396
ORD-100159,2018-08-30,South,Technology,Copiers,Copiers Model 9 (Tec),4,439.46,1757.84,311.57,0.05,CUST-1325,2018-08-01,0.17724593819687798
ORD-100160,2018-03-19,East,Furniture,Chairs,Accessories Model 10 (Tec),4,515.84,2063.36,467.06,0.0,CUST-1105,2018-03-01,0.22635894851116625
ORD-100161,2019-11-23,East,Office Supplies,Binders,Phones Model 4 (Tec),2,22.68,45.36,17.14,0.0,CUST-1006,2019-11-01,0.37786596119929455
ORD-100162,2018-09-08,Central,Furniture,Tables,Paper Model 2 (Off),4,555.0,2220.0,396.23,0.0,CUST-1020,2018-09-01,0.17848198198198198
ORD-100163,2020-09-18,East,Furniture,Tables,Paper Model 7 (Off),6,333.31,1999.86,137.57,0.1,CUST-1288,2020-09-01,0.0687898152870701
ORD-100164,2020-07-30,South,Technology,Phones,Copiers Model 1 (Tec),2,291.63,583.26,127.12,0.0,CUST-1064,2020-07-01,0.21794739910160135
ORD-100165,2018-03-19,Central,Technology,Phones,Bookcases Model 2 (Fur),2,762.3,1524.6,255.65,0.0,CUST-1293,2018-03-01,0.1676833267742359
ORD-100166,2018-09-18,East,Office Supplies,Binders,Binders Model 9 (Off),3,67.98,203.94,30.1,0.0,CUST-1375,2018-09-01,0.1475924291458272
ORD-100167,2020-01-03,East,Furniture,Tables,Paper Model 6 (Off),6,107.0,642.0,56.36,0.0,CUST-1226,2020-01-01,0.08778816199376947
ORD-100168,2018-08-23,South,Furniture,Furnishings,Tables Model 3 (Fur),5,145.46,727.3,167.5,0.0,CUST-1054,2018-08-01,0.23030386360511482
ORD-100169,2018-05-25,South,Technology,Copiers,Phones Model 8 (Tec),4,266.37,1065.48,24.97,0.0,CUST-1219,2018-05-01,0.02343544693471487
ORD-100170,2020-10-21,South,Furniture,Furnishings,Bookcases Model 8 (Fur),3,444.66,1333.98,42.29,0.05,CUST-1301,2020-10-01,0.03170212446963223
ORD-100171,2019-09-18,West,Technology,Phones,Copiers Model 3 (Tec),3,440.73,1322.19,124.03,0.0,CUST-1195,2019-09-01,0.09380648772112933
